Suggested Negative,Triggered Keyword,Campaign,Ad Group,How It Matched,Impressions,Clicks,Cost,CPC,Keyword Regs,Reason
commercial laundry equipment,"""laundry supplies""",AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,Phrase match (close variant),13,2,9.96,4.98,0,Close variant leakage on zero-reg keyword
wholesale brisbane,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),7,2,9.96,4.98,0,Close variant leakage on zero-reg keyword
best place to buy bulk food online australia,"""bulk foods""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match,22,5,9.96,1.99,0,"Multiple clicks, zero-reg keyword"
floor wipes,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),14,2,9.95,4.97,0,Close variant leakage on zero-reg keyword
hopper bins,"""bulk bins""",AU_Generic_P-V_Janitorial,Waste_Bulk_Phrase,Phrase match (close variant),2,2,9.93,4.97,0,Close variant leakage on zero-reg keyword
packing boxes bulk,"""bulk packaging""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),8,2,9.9,4.95,0,Close variant leakage on zero-reg keyword
kemsol degreaser,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),2,2,9.9,4.95,0,Close variant leakage on zero-reg keyword
thank you gift bags bulk,"""bulk party bags""",AU_Generic_P-V_Celebrations,Party_Bulk_Phrase,Phrase match (close variant),3,2,9.9,4.95,0,Close variant leakage on zero-reg keyword
cooking chocolate wholesale,"""chocolate wholesalers""",AU_Generic_P-V_Food,Food_Wholesalers_Phrase,Phrase match,2,2,9.87,4.93,0,Review — low relevance signal
gift box packaging wholesale,"""gift wholesaler""",AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,Phrase match,4,2,9.87,4.93,0,Review — low relevance signal
desk tray organiser,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),5,2,9.85,4.93,0,Close variant leakage on zero-reg keyword
office desk with drawers,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),7,2,9.84,4.92,0,Close variant leakage on zero-reg keyword
company branded merchandise,"""items companies""",AU_Generic,Enterprises_Products_Phrase,Phrase match (close variant),2,2,9.84,4.92,0,Close variant leakage on zero-reg keyword
cleaning wipes,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),8,2,9.83,4.92,0,Close variant leakage on zero-reg keyword
desk pad,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),91,2,9.83,4.92,0,Close variant leakage on zero-reg keyword
round catering trays with lids,"""commercial trays""",AU_Generic_P-V_Food,Plates_Phrase,Phrase match (close variant),2,2,9.83,4.92,0,Close variant leakage on zero-reg keyword
wholesale suppliers in china,"""other suppliers""",AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,Phrase match (close variant),1,2,9.82,4.91,0,Close variant leakage on zero-reg keyword
t shirts wholesale,"""clothing wholesalers""",AU_Generic_P-V_Shops,Wholesale_Clothing,Phrase match (close variant),3,2,9.82,4.91,0,Close variant leakage on zero-reg keyword
bulk laundry powder,"""bulk detergent""",AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,Phrase match (close variant),14,2,9.8,4.9,0,Close variant leakage on zero-reg keyword
wholesale paper bags,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),8,2,9.79,4.89,0,Close variant leakage on zero-reg keyword
ebay wholesale suppliers australia,"""bulk distributor""",AU_Generic,Bulk_Distributors_Phrase,Phrase match (close variant),2,2,9.78,4.89,0,Close variant leakage on zero-reg keyword
workshop table,"""professional workbenches""",AU_Generic_P-V_Crafts,Professional-Tools_Phrase,Phrase match (close variant),1,2,9.78,4.89,0,Close variant leakage on zero-reg keyword
bulk dry goods,"""products in large quantities""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),6,2,9.77,4.89,0,Close variant leakage on zero-reg keyword
needoh bulk order,"""toy distributors""",AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,Phrase match (close variant),5,2,9.76,4.88,0,Close variant leakage on zero-reg keyword
caesarstone spray cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),1,2,9.76,4.88,0,Close variant leakage on zero-reg keyword
wordans australia,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),14,2,9.72,4.86,0,Close variant leakage on zero-reg keyword
wholesale beauty supplies,[cosmetics wholesaler],AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Exact,Exact match (close variant),16,3,9.71,3.24,0,Close variant leakage on zero-reg keyword
1 ply bulk toilet paper,"""toilet paper distributor""",AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,Phrase match (close variant),3,2,9.7,4.85,0,Close variant leakage on zero-reg keyword
zep grout cleaner australia where to buy,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),2,2,9.7,4.85,0,Close variant leakage on zero-reg keyword
sini cleaning products,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,10,2,9.7,4.85,0,Review — low relevance signal
wholesale kitchen supplies,"""wholesale cooking""",AU_Generic_P-V_Food,Food_Wholesale_Phrase,Exact match (close variant),6,2,9.69,4.85,0,Close variant leakage on zero-reg keyword
wholesale flour suppliers,"""bulk flours""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),2,2,9.68,4.84,0,Close variant leakage on zero-reg keyword
buy shopify store,"""online shop for companies""",AU_Generic,Enterprises_Shop_Phrase,Phrase match (close variant),8,2,9.65,4.83,0,Close variant leakage on zero-reg keyword
profit supply vendor,"""product supply""",AU_Generic,Procurement_Products_Phrase,Phrase match (close variant),12,2,9.64,4.82,0,Close variant leakage on zero-reg keyword
bulk disposable coffee cups with lids,"""bulk disposable tableware""",AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Phrase match (close variant),1,2,9.64,4.82,0,Close variant leakage on zero-reg keyword
lockable office drawers,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),4,3,9.64,3.21,0,Close variant leakage on zero-reg keyword
green cleaning products in bulk,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,1,2,9.62,4.81,0,Review — low relevance signal
for all cleaner bunnings,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),2,2,9.62,4.81,0,Close variant leakage on zero-reg keyword
wholesale childrens clothes,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),4,2,9.62,4.81,0,Close variant leakage on zero-reg keyword
cheap wholesale clothing australia,"""clothing bulk""",AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,Phrase match (close variant),13,2,9.6,4.8,0,Close variant leakage on zero-reg keyword
wholesale food australia,"""wholesale foodstuffs""",AU_Generic_P-V_Food,Wholesales_Food_Phrase,Phrase match (close variant),4,2,9.59,4.8,0,Close variant leakage on zero-reg keyword
reinol hand cleaner,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),3,2,9.58,4.79,0,Close variant leakage on zero-reg keyword
wholesalers sydney,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),8,3,9.58,3.19,0,Close variant leakage on zero-reg keyword
zep wall cleaner australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),5,2,9.56,4.78,0,Close variant leakage on zero-reg keyword
buy online business,"""company purchasing""",AU_Generic,Purchasing_Enterprises_Phrase,Phrase match (close variant),6,2,9.55,4.78,0,Close variant leakage on zero-reg keyword
bulk cleaning products,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,16,2,9.52,4.76,0,Review — low relevance signal
wholesale bulk dog food australia,"""dog supplies distributors""",AU_Generic_P-V_Shops,Pet Shop_Distributors_Phrase,Phrase match (close variant),5,2,9.47,4.74,0,Close variant leakage on zero-reg keyword
supplier lululemon,"""wholesale sportswear""",AU_Generic_P-V_Apparel,Sportware_Wholesales_Phrase,Phrase match (close variant),2,2,9.46,4.73,0,Close variant leakage on zero-reg keyword
wholesale sunscreen,"""wholesale skin care products""",AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Phrase,Phrase match (close variant),3,2,9.46,4.73,0,Close variant leakage on zero-reg keyword
office desk accessories,[office accessories],AU_Generic_P-V_Office,Office_Exact,Exact match (close variant),35,2,9.45,4.72,0,Close variant leakage on zero-reg keyword
wholesale food suppliers melbourne,"""bulk for store""",AU_Generic_P-V_Shops,Generic_Bulk_Phrase,Phrase match (close variant),4,2,9.44,4.72,0,Close variant leakage on zero-reg keyword
wholesale marketplace,[bulk suppliers],AU_Generic,Bulk_Suppliers_Exact,Exact match (close variant),3,2,9.43,4.72,0,Close variant leakage on zero-reg keyword
wholesale baking supplies,[bulk baking supplies],AU_Generic_P-V_Food,Food_Bulk_Exact,Exact match (close variant),5,2,9.43,4.72,0,Close variant leakage on zero-reg keyword
dog food bulk,"""bulk pet supplies""",AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,Phrase match (close variant),12,2,9.43,4.72,0,Close variant leakage on zero-reg keyword
commercial stove burner,"""hospitality equipment""",AU_Generic_P-V_Hospitality,Hospitality_Phrase,Phrase match (close variant),1,2,9.42,4.71,0,Close variant leakage on zero-reg keyword
art wholesale suppliers,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),1,2,9.4,4.7,0,Close variant leakage on zero-reg keyword
sorting and filing documents,"""office filing system""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),1,2,9.38,4.69,0,Close variant leakage on zero-reg keyword
reception desk,"""office equipment""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),28,2,9.38,4.69,0,Close variant leakage on zero-reg keyword
bulk tshirt buy,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),8,2,9.37,4.68,0,Close variant leakage on zero-reg keyword
desk mats,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),20,2,9.36,4.68,0,Close variant leakage on zero-reg keyword
professional house cleaning supplies kit,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),2,2,9.36,4.68,0,Close variant leakage on zero-reg keyword
zep foaming wall cleaner australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),6,2,9.33,4.67,0,Close variant leakage on zero-reg keyword
confectionery wholesalers,[wholesale sweets],AU_Generic_P-V_Food,Food_Wholesale_Exact,Exact match (close variant),3,2,9.28,4.64,0,Close variant leakage on zero-reg keyword
bulk laundry liquid,"""bulk laundry supplies""",AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,Phrase match (close variant),5,2,9.28,4.64,0,Close variant leakage on zero-reg keyword
where to buy bulk drinks,[drinks wholesale market],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),4,2,9.26,4.63,0,Close variant leakage on zero-reg keyword
release cleaner australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),10,2,9.25,4.63,0,Close variant leakage on zero-reg keyword
pasta bulk,[pasta wholesalers],AU_Generic_P-V_Food,Food_Wholesalers_Exact,Exact match (close variant),4,2,9.22,4.61,0,Close variant leakage on zero-reg keyword
wholesale soccer jerseys ru,"""sportswear suppliers""",AU_Generic_P-V_Apparel,Sportware_Suppliers_Phrase,Phrase match (close variant),24,2,9.21,4.61,0,Close variant leakage on zero-reg keyword
paper bags bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,Phrase match (close variant),9,2,9.18,4.59,0,Close variant leakage on zero-reg keyword
toilet paper bulk buy,[bulk toilet tissue],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match (close variant),4,2,9.18,4.59,0,Close variant leakage on zero-reg keyword
toilet paper bulk buy,[bulk toilet tissue],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match (close variant),4,2,9.18,4.59,0,Close variant leakage on zero-reg keyword
paper bags bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,Phrase match (close variant),9,2,9.18,4.59,0,Close variant leakage on zero-reg keyword
mean green cleaner australia,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),2,2,9.17,4.59,0,Close variant leakage on zero-reg keyword
wholesalers grocery,[wholesale foodstuffs],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),1,2,9.16,4.58,0,Close variant leakage on zero-reg keyword
biz collection australia,"""clothing distributors""",AU_Generic_P-V_Shops,Clothing_Distributors_Phrase,Phrase match (close variant),6,2,9.14,4.57,0,Close variant leakage on zero-reg keyword
wypall paper towels,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),17,2,9.1,4.55,0,Close variant leakage on zero-reg keyword
bulk wholesale,[buy bulk],AU_Generic,Bulk_Buy_Exact,Exact match (close variant),28,2,9.09,4.55,0,Close variant leakage on zero-reg keyword
wholesale australia,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),13,2,9.09,4.55,0,Close variant leakage on zero-reg keyword
t shirt bulk order,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),1,2,9.08,4.54,0,Close variant leakage on zero-reg keyword
redbull bulk,"""bulk beverages""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),14,3,9.08,3.03,0,Close variant leakage on zero-reg keyword
gym clothing manufacturers,"""wholesale sportswear""",AU_Generic_P-V_Apparel,Sportware_Wholesales_Phrase,Phrase match (close variant),6,2,9.07,4.54,0,Close variant leakage on zero-reg keyword
wholesale baby clothes suppliers australia,"""baby accessories suppliers""",AU_Generic_P-V_Apparel,Accessories Baby_Suppliers_Phrase,Phrase match (close variant),13,2,9.05,4.53,0,Close variant leakage on zero-reg keyword
as colour t shirts wholesale,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),10,2,9.05,4.53,0,Close variant leakage on zero-reg keyword
release ultra cleaner australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),5,2,9.04,4.52,0,Close variant leakage on zero-reg keyword
bulk household cleaning products,"""bulk cleaning""",AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,Phrase match,4,2,9.04,4.52,0,Review — low relevance signal
bulk coconut water,"""bulk beverages""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),13,3,9.03,3.01,0,Close variant leakage on zero-reg keyword
bulk easter eggs australia,"""easter egg bulk buy""",AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Phrase match (close variant),21,2,9.0,4.5,0,Close variant leakage on zero-reg keyword
bulk brake cleaner,"""cleaning distributors""",AU_Generic_P-V_Janitorial,Distributors_Phrase,Phrase match (close variant),3,2,9.0,4.5,0,Close variant leakage on zero-reg keyword
room spray bottles wholesale,"""spray bottles supplier""",AU_Generic_P-V_Janitorial,Tools_Supplier_Phrase,Phrase match (close variant),3,2,8.99,4.5,0,Close variant leakage on zero-reg keyword
bulk washing liquid,"""bulk detergent""",AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,Phrase match (close variant),22,2,8.99,4.5,0,Close variant leakage on zero-reg keyword
desk accessories,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),12,2,8.98,4.49,0,Close variant leakage on zero-reg keyword
wholesale trading cards australia,"""wholesaler traders""",AU_Generic,Wholesalers_Enterprises_Phrase,Phrase match (close variant),2,2,8.96,4.48,0,Close variant leakage on zero-reg keyword
surf wax bulk,"""bulk waxing""",AU_Generic_P-V_Beauty,Hair-Removal_Bulk_Phrase,Phrase match,3,2,8.96,4.48,0,Review — low relevance signal
filing trays,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),6,2,8.94,4.47,0,Close variant leakage on zero-reg keyword
commercial steam cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),23,2,8.93,4.47,0,Close variant leakage on zero-reg keyword
desk tidy,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),4,2,8.93,4.47,0,Close variant leakage on zero-reg keyword
catering equipment,"""commercial kitchen supplies""",AU_Generic_P-V_Food,Food_Suppliers_Phrase,Phrase match (close variant),8,2,8.92,4.46,0,Close variant leakage on zero-reg keyword
needoh bulk order,"""distributors toy""",AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,Phrase match (close variant),4,2,8.92,4.46,0,Close variant leakage on zero-reg keyword
koh cleaning products stockists australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,6,2,8.9,4.45,0,Review — low relevance signal
bulk buy gum,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,8.88,4.44,0,Close variant leakage on zero-reg keyword
office trays,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),10,2,8.88,4.44,0,Close variant leakage on zero-reg keyword
bulk plain t shirts for printing,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),10,2,8.88,4.44,0,Close variant leakage on zero-reg keyword
needoh wholesale,"""wholesalers toys""",AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,Phrase match (close variant),26,2,8.86,4.43,0,Close variant leakage on zero-reg keyword
bv5l7pt,"""laptops for business""",AU_Generic_P-V_Electronics,Computers_Phrase,Phrase match (close variant),4,2,8.85,4.43,0,Close variant leakage on zero-reg keyword
eco wipe duo,"""industrial cleaning products""",AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,Phrase match (close variant),2,2,8.84,4.42,0,Close variant leakage on zero-reg keyword
hospital disinfectant,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),1,2,8.84,4.42,0,Close variant leakage on zero-reg keyword
bulk buy hoodies australia,"""clothing bulk""",AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,Phrase match (close variant),2,2,8.82,4.41,0,Close variant leakage on zero-reg keyword
company merchandise,[company items],AU_Generic,Enterprises_Products_Exact,Exact match (close variant),12,2,8.82,4.41,0,Close variant leakage on zero-reg keyword
bulk bag of chips,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,8.8,4.4,0,Close variant leakage on zero-reg keyword
bulk pantry supplies,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,8.79,4.39,0,Close variant leakage on zero-reg keyword
wholesale backpacks,"""bookbags suppliers""",AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,Phrase match (close variant),13,2,8.78,4.39,0,Close variant leakage on zero-reg keyword
bulk chips,"""purchasing in bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),4,2,8.78,4.39,0,Close variant leakage on zero-reg keyword
wholesale canola oil,"""oils suppliers""",AU_Generic_P-V_Food,Condiments_Suppliers_Phrase,Phrase match (close variant),3,2,8.78,4.39,0,Close variant leakage on zero-reg keyword
bulk easter eggs cadbury,"""bulk easter sweets""",AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Phrase match (close variant),6,2,8.77,4.39,0,Close variant leakage on zero-reg keyword
method cleaning products australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,15,2,8.75,4.38,0,Review — low relevance signal
bulk snacks wholesale,"""wholesale foodstuffs""",AU_Generic_P-V_Food,Wholesales_Food_Phrase,Phrase match (close variant),5,2,8.7,4.35,0,Close variant leakage on zero-reg keyword
wholesale camping table,"""wholesale equipment""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),1,2,8.7,4.35,0,Close variant leakage on zero-reg keyword
hot wheels wholesale,"""wholesalers toys""",AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,Phrase match (close variant),5,2,8.68,4.34,0,Close variant leakage on zero-reg keyword
mini eggs bulk,"""bulk easter sweets""",AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Phrase match (close variant),6,2,8.67,4.34,0,Close variant leakage on zero-reg keyword
motel supplies wholesale,"""wholesale hospitality""",AU_Generic_P-V_Hospitality,Products_Wholesale_Phrase,Phrase match (close variant),4,2,8.67,4.34,0,Close variant leakage on zero-reg keyword
wholesale gifts,[gift wholesaler],AU_Generic_P-V_Shops,Wholesalers_Gifts,Exact match (close variant),8,2,8.67,4.34,0,Close variant leakage on zero-reg keyword
wholesale items to resell,"""wholesale other""",AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,Phrase match (close variant),11,3,8.65,2.88,0,Close variant leakage on zero-reg keyword
professional window squeegee,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),15,2,8.63,4.32,0,Close variant leakage on zero-reg keyword
bulk cake boards,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),3,2,8.6,4.3,0,Close variant leakage on zero-reg keyword
bulk paper towel,[bulk paper towels],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match (close variant),15,2,8.59,4.3,0,Close variant leakage on zero-reg keyword
airtight bulk food storage containers australia,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,8.59,4.3,0,Close variant leakage on zero-reg keyword
cleaning shops,[cleaning buy],AU_Generic_P-V_Janitorial,Purchasing_Exact,Exact match (close variant),5,2,8.59,4.3,0,Close variant leakage on zero-reg keyword
bulk paper towel,[bulk paper towels],AU_Generic_P-V_Janitorial,Paper_Bulk,Exact match (close variant),15,2,8.59,4.3,0,Close variant leakage on zero-reg keyword
officeworks australia,"""office supplies au""",AU_Generic_P-V_Office,Suppliers_Phrase,Phrase match (close variant),20,3,8.58,2.86,0,Close variant leakage on zero-reg keyword
paper bag wholesale,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),10,2,8.58,4.29,0,Close variant leakage on zero-reg keyword
bulk towels,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),4,2,8.55,4.28,0,Close variant leakage on zero-reg keyword
bulk t shirts under 1 australia,"""clothing bulk""",AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,Phrase match (close variant),8,2,8.55,4.28,0,Close variant leakage on zero-reg keyword
commercial coffee machine,"""coffee machines sellers""",AU_Generic_P-V_Food,Coffee Machines_Sellers_Phrase,Phrase match (close variant),16,3,8.54,2.85,0,Close variant leakage on zero-reg keyword
filing cabinet,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),46,3,8.52,2.84,0,Close variant leakage on zero-reg keyword
wholesale protein bars,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),3,2,8.51,4.26,0,Close variant leakage on zero-reg keyword
officeworks business,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),67,4,8.51,2.13,0,Close variant leakage on zero-reg keyword
wholesale basmati rice,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,8.49,4.25,0,Close variant leakage on zero-reg keyword
zep cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),28,2,8.47,4.24,0,Close variant leakage on zero-reg keyword
chafing dish buffet set,"""hospitality equipment""",AU_Generic_P-V_Hospitality,Hospitality_Phrase,Phrase match (close variant),5,3,8.45,2.82,0,Close variant leakage on zero-reg keyword
little tree air freshener bulk,"""air fresheners distributor""",AU_Generic_P-V_Janitorial,Odour_Distributor_Phrase,Phrase match (close variant),5,2,8.45,4.22,0,Close variant leakage on zero-reg keyword
cotton tote bags wholesale australia,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),2,2,8.44,4.22,0,Close variant leakage on zero-reg keyword
coffee cup wholesale,"""wholesale cups""",AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,Phrase match,4,2,8.44,4.22,0,Review — low relevance signal
officeworks online,"""office equipment""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),16,2,8.43,4.22,0,Close variant leakage on zero-reg keyword
blank t shirts in bulk,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),1,2,8.34,4.17,0,Close variant leakage on zero-reg keyword
commercial cleaning products,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match,11,2,8.34,4.17,0,Review — low relevance signal
hanging display stand,"""store fittings""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),3,2,8.34,4.17,0,Close variant leakage on zero-reg keyword
commercial rice cooker,"""commercial kitchen supplies""",AU_Generic_P-V_Food,Food_Suppliers_Phrase,Phrase match (close variant),9,2,8.34,4.17,0,Close variant leakage on zero-reg keyword
wholesale baby clothes,"""baby clothing sets suppliers""",AU_Generic_P-V_Apparel,Accessories Baby_Suppliers_Phrase,Exact match (close variant),11,2,8.32,4.16,0,Close variant leakage on zero-reg keyword
bulk cake boxes,[bulk cake boxes],AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,Exact match,7,2,8.3,4.15,0,Review — low relevance signal
wholesale dresses,"""wholesale purchases""",AU_Generic,Wholesales_Buy_Phrase,Phrase match (close variant),1,2,8.3,4.15,0,Close variant leakage on zero-reg keyword
pigeon holes officeworks,"""home office supplies""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),1,2,8.28,4.14,0,Close variant leakage on zero-reg keyword
cheap paper bags bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),9,2,8.27,4.14,0,Close variant leakage on zero-reg keyword
cheap paper bags bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),9,2,8.27,4.14,0,Close variant leakage on zero-reg keyword
wholesale t shirts australia,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),9,2,8.26,4.13,0,Close variant leakage on zero-reg keyword
drop shipping suppliers australia,"""wholesaler au""",AU_Generic,Wholesalers_Phrase,Phrase match (close variant),10,2,8.26,4.13,0,Close variant leakage on zero-reg keyword
paint brushes bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),3,2,8.26,4.13,0,Close variant leakage on zero-reg keyword
furniture wholesalers australia,"""wholesaler au""",AU_Generic,Wholesalers_Phrase,Phrase match,5,2,8.23,4.12,0,Review — low relevance signal
quinoa wholesale,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,8.22,4.11,0,Close variant leakage on zero-reg keyword
party decorations,[party decorations products],AU_Generic_P-V_Celebrations,Party_Decorations_Exact,Exact match (close variant),36,2,8.21,4.11,0,Close variant leakage on zero-reg keyword
desk pad,"""home office supplies""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),8,2,8.21,4.11,0,Close variant leakage on zero-reg keyword
wholesale gift boxes australia,"""wholesaler au""",AU_Generic,Wholesalers_Phrase,Phrase match (close variant),9,2,8.2,4.1,0,Close variant leakage on zero-reg keyword
